Hang_Seller,Seller_ID,Tong_Doanh_Thu,So_Luong_Don_Hang,So_Luong_San_Pham_Ban,Doanh_Thu_Trung_Binh_Moi_Dong
1117,2ff6b7bff164ef05590a52734e1296da,1955.12,7,7,279.3
1118,fa3a0b5aabb344b9a92e3524b0202123,1953.41,7,7,279.06
1119,df0f42bc4c2142eacf0eaf2cffd0cfbb,1946.45,14,16,121.65
1120,d5b9a084373da994a6e37f732169a853,1945.29,7,7,277.9
1121,0b18d63d0cd1d723567903fd34a07df2,1944.03,9,14,138.86
1122,8fe8786ee000001ab51d030dfd4a7bf1,1940.01,4,4,485.0
1123,8a2d12a90e92f012ce5226fc6592b653,1933.62,18,18,107.42
1124,e63e8bfa530fb16910dd6956e592bb81,1928.64,41,42,45.92
1125,d354c38a7182125a748cb10474fe963b,1926.18,18,20,96.31
1126,26e2c91ef821e1ff8985f408788fe35b,1923.87,12,14,137.42
1127,0ac4201fda2c68ebc0e47cb9423cf3c9,1910.87,13,14,136.49
1128,edc518ba25576a0188a0e8f2c3af186f,1909.55,6,8,238.69
1129,6ddc28b61be28373b4503a1f61cf98a9,1900.09,11,11,172.74
1130,e64d65bc8dbec2accda90c58de5d1246,1899.96,12,12,158.33
1131,66fd84ee7528c0c0de85d0f44a73d5ab,1891.3,11,21,90.06
1132,8daab2245ebdc277c51098d01c5ad8ef,1888.64,16,16,118.04
1133,77fccaae319668a8ab6cd0fd16aec48c,1888.44,11,12,157.37
1134,8a1ff5c35f6595a73fef4c7b96e4908a,1882.8,2,2,941.4
1135,659e8466eb3ff1b0e8740d74fb7bbedd,1880.0,11,14,134.29
1136,af3ef48d0e13835e529c29ac573c63e5,1873.13,21,21,89.2
1137,5f67c6082caacb26e431a7b17940cece,1871.03,13,14,133.65
1138,866558b3bccef2dbc6d29a2b5995016f,1870.75,5,6,311.79
1139,b33aaadd1a8891d2dfef0c4c3bdf0371,1863.04,16,17,109.59
1140,0887a9f087bcd5d9f6642b52f897fc6c,1862.35,12,12,155.2
1141,06bb3a2fe5e7b7a845b13e8fb91bd944,1862.33,17,18,103.46
1142,2709af9587499e95e803a6498a5a56e9,1859.02,26,47,39.55
1143,8b87cd0d43d49b9bdf40f56229364d59,1853.9,5,5,370.78
1144,7a2d2949aea47fab95fd98d6c9f618b1,1850.23,11,12,154.19
1145,3092c0b297aacfb4bb6e056ebe13b9b8,1845.42,18,20,92.27
1146,d4e12e7884759a14fa0f5f896c791cae,1839.67,29,32,57.49
1147,f918546be4bec7104d117789ba758b2b,1830.15,20,23,79.57
1148,41b86b552e54e3a7009596125aa8b167,1829.91,10,11,166.36
1149,bafc5aa11e413978be29040f51342e70,1829.47,9,9,203.27
1150,4bf658053d453036c70976bccb2c31b2,1824.56,2,2,912.28
1151,1660ad786c27fd935378b6192a90b417,1818.28,12,13,139.87
1152,cbf09e831b0c11f6f23ffb51004db972,1815.4,10,10,181.54
1153,04e38a233f726ef161074ab1c9b0399a,1811.27,23,28,64.69
1154,e256a62e0ac58c0edfba09966142d561,1809.55,12,14,129.25
1155,081acf3de680d554796c9cf041be7bc2,1802.8,4,8,225.35
1156,97512d3fc193b2d1dfcdba0f9d1f0f8a,1800.42,12,13,138.49
1157,53b0300ca793f9834cd69c0678d35ee8,1799.46,5,10,179.95
1158,01bcc9d254a0143f0ce9791b960b2a47,1798.87,11,11,163.53
1159,3771c85bac139d2344864ede5d9341e3,1792.42,25,29,61.81
1160,a23266650e7c84bb93fbbba502137478,1791.44,11,16,111.97
1161,cb810bd318f51b3dc3c753944d61a1fa,1789.02,1,1,1789.02
1162,d8c7ba53e7e38711eaef8c2849d6d2e1,1788.34,22,22,81.29
1163,f235413f677777a0738ff215d0184901,1788.34,3,3,596.11
1164,fe701d88b67eaca109dffd464d1be9f9,1787.94,11,11,162.54
1165,44f091b5abab8018f682fce8124b85e5,1787.71,6,6,297.95
1166,817f85dbb65aa3e70831d90fe75cdf89,1783.89,11,11,162.17
1167,6806dad1da97bfb5a9038eac6881f706,1783.26,10,14,127.38
1168,138dbe45fc62f1e244378131a6801526,1782.86,48,57,31.28
1169,d2e753bb80b7d4faa77483ed00edc8ca,1774.94,14,15,118.33
1170,5f3ae9136c875522250f8184f253413a,1773.76,43,46,38.56
1171,02c988090b766852e088c69d7fb3b551,1770.94,12,16,110.68
1172,ffff564a4f9085cd26170f4732393726,1770.86,20,20,88.54
1173,5b97c06a046398e7005b2b7c0d707a92,1769.59,4,4,442.4
1174,78a4d36f65a019172c6154468831a69f,1768.9,7,7,252.7
1175,6b1c4d4d9ccf0be3d8544eb0e71e5318,1759.04,1,1,1759.04
1176,83b08de96980757220871b31bf6cffca,1758.38,5,7,251.2
1177,b0f2a6122a90a93eb03e68653dd960e3,1758.28,6,7,251.18
1178,e7f3bf1ecd8526eb7f3b18059e6716e5,1747.69,18,19,91.98
1179,0eaa7e33d73809f1f925f7d07c506cbd,1746.9,15,15,116.46
1180,7813ea3ebd9411dc600b4dd01f7a97b9,1745.99,9,9,194.0
1181,5e105f5c9f63f5f1fd75d6cb942e55b1,1745.73,8,8,218.22
1182,7e26c750b4cb9f6766f58265ff9ebe95,1733.18,23,27,64.19
1183,d4ffeb15b67e81ff9af2b4252d99fb7e,1724.81,11,12,143.73
1184,f08c008c8a8d31417763738a1788a2a8,1714.69,22,23,74.55
1185,b6e1504972665f739dec4facb9943775,1710.37,14,14,122.17
1186,70f84699be677ec988d1fa824aef7d90,1704.44,5,5,340.89
1187,3a490ba60afa30ece0e7d50cfe74a4f0,1695.07,8,8,211.88
1188,a414555ce331b8c8aea4a9cb8395194d,1693.59,7,8,211.7
1189,a1040efe9ff4a6f93c28b0499eada8f5,1693.31,1,1,1693.31
1190,427165bf50f8ca07efc7bdc2bfcf1688,1692.9,5,5,338.58
1191,671585f5a2af58b6e276bc01003c0d2b,1692.11,27,27,62.67
1192,b8114f2f589a6804810f04f99b36b498,1692.03,8,11,153.82
1193,863d2ebcd347ce4922de7a0f9a5581d6,1691.17,18,19,89.01
1194,4d232b78ab7ef10393dc3807d827bc0d,1689.99,5,5,338.0
1195,9a03a4e9eb0b947652fae4f6121a3f5e,1682.22,7,7,240.32
1196,57c764b4a836300be881e2ff86e449f9,1681.11,29,30,56.04
1197,b9ca8e8baa5d4aa038394a700f63e69f,1677.95,14,14,119.85
1198,8ff1a9df749e454105c55cda13e79143,1677.81,13,14,119.84
1199,02dcd3e8e25bee036e32512bcf175493,1677.65,13,16,104.85
1200,01fd077212124329bac32490e8ef80d9,1676.06,29,37,45.3
1201,81336a0f57a33776419727a300249e90,1670.88,16,19,87.94
1202,4ba52dfeba874da5b9ee7b17c7494f04,1667.91,11,11,151.63
1203,542917da124346b47ea1ac79a93ce454,1667.08,20,20,83.35
1204,2e1a7d075abe038c1b2743005fe42ff1,1664.92,18,22,75.68
1205,ec933281fb017b5020d06df29c3f77e8,1662.85,8,8,207.86
1206,c5f7e746b7e6d07def6c0dae9903279b,1658.92,10,11,150.81
1207,714b9a1332840f257b49f476bea4e341,1658.09,6,6,276.35
1208,5145090ab595c0d0b8557199f5701fbf,1657.45,4,4,414.36
1209,42ef3192a9ff87a22d1867b74b3ee205,1655.97,23,23,72.0
1210,9b522ba7eae9e1d04082f267144583cc,1655.65,4,6,275.94
1211,f5f46307a4d15880ca14fab4ad9dfc9b,1654.32,9,10,165.43
1212,134285d1f41da5c13a756ee8142c8a4e,1653.63,3,4,413.41
1213,128f9bfbe4c7d5185033914b1de3d39a,1650.49,14,16,103.16
1214,b9a03475e6447e631b6799ec8274800f,1644.08,10,11,149.46
1215,921323538c9f1c4e816f2720eac02bea,1642.2,15,17,96.6
1216,1dd33b8119b3cb1056ed5dc88cd0aaf4,1641.74,8,8,205.22
1217,850857dfac77488c307e2b1cbd84ab5a,1638.72,1,1,1638.72
1218,47648caee88ccfe951fbb27fbf7b4cbe,1632.99,3,3,544.33
1219,52f9db5cfb423382a2fa5c9e39303202,1628.54,22,23,70.81
1220,20cb7c2fde3e5bf10f0bbe7394e1c6a9,1626.59,31,50,32.53
1221,6eb94e1466490d327a09abf8f3552a50,1622.69,9,9,180.3
1222,2dcf93836ae3ce0d7c93e2f10876467a,1622.44,9,12,135.2
1223,49cdc90518a4f82676b38b3c1aa43ff6,1622.11,5,5,324.42
1224,a5259c149128e82c9d6d46e0c1c812bb,1621.13,8,8,202.64
1225,9f50216bfd01913736a55a11b55ea842,1619.31,16,18,89.96
1226,431050a06a317f2b38168dec3dcd2b46,1618.46,11,11,147.13
1227,0afccdb8a34ee5c79f7c06faf2b4d56e,1613.78,25,25,64.55
1228,9da1ca0bef29ee170e541927a5aeabdc,1612.03,6,6,268.67
1229,186cdd1b2df32caa72cfb410bba768d3,1609.73,6,6,268.29
1230,88cf19ec1fc2c58f161aee259d57142c,1607.68,14,14,114.83
1231,985c92cc412091f8529c12d7f23d3fef,1606.63,12,12,133.89
1232,8185694b58b2ba6de20fd41ae608bbea,1602.57,8,8,200.32
1233,a7c88262832dfc683781d6a421edefae,1602.42,5,5,320.48
1234,1dcfa3835714681d4ba4a93bc1e0fd41,1602.1,13,15,106.81
1235,ecccfa2bb93b34a3bf033cc5d1dcdc69,1601.35,15,19,84.28
1236,36890be00bbfc1cdb9a4a38a6af05a69,1600.88,13,13,123.14
1237,11fb6f6d341adbe19e81733701704635,1596.66,3,3,532.22
1238,3f8034bfc6b8b4135534975d49f04c63,1594.51,12,16,99.66
1239,6426d21aca402a131fc0a5d0960a3c90,1593.82,23,23,69.3
1240,e439f7176d763f92de325271111b2fd5,1584.02,7,7,226.29
1241,0aea4c6ae1505b3228ddf3dd7822ee5b,1579.66,8,8,197.46
1242,141440cad9341e553f8401c574a2aa38,1579.0,11,12,131.58
1243,dace965ca58120f92f8d742a9fa1864b,1573.77,8,8,196.72
1244,5bf397d04035b5f45cc41e82ec106803,1572.28,3,4,393.07
1245,25e47381a6c510ddeb36084e33b89f0c,1571.71,16,17,92.45
1246,b1aaae6b66ad3c40f54b389d7ea4bee0,1569.24,15,17,92.31
1247,0ad80de75c811326389cfb1daba7d45e,1564.72,6,6,260.79
1248,a13580f0e8f782b7a543885a0ef99f08,1563.68,10,10,156.37
1249,093805f8f2aeb63881444571e1f48f30,1559.73,22,27,57.77
1250,c8c1bea22194a4eefa2dc9a9fa89f536,1558.73,7,13,119.9
1251,d101c6da914ae3d53f7bee42283f2fe2,1557.55,13,16,97.35
1252,d7827b2af99326a03b0ed9c7a24db0d3,1556.7,1,1,1556.7
1253,f4a04f7be452aa3bb31760bf00055dd0,1553.95,18,18,86.33
1254,fcf16b7a8697e559f0123190bb30177d,1552.57,3,7,221.8
1255,0b0ddbc7b9d9584f442c7ac92b0ff6c9,1550.64,3,3,516.88
1256,2646baaf662d4d92ac48f047e35db92d,1549.39,15,18,86.08
1257,1284de4ae8aa26997e748c851557cf0e,1546.84,3,3,515.61
1258,c794dab4928dd97beb41d05514441e86,1544.59,16,16,96.54
1259,2d518637f53161b973e01f56ea4bb88e,1539.7,13,13,118.44
1260,a36ac007a4d18f865c8d32c3b2402c2d,1536.97,9,9,170.77
1261,01ed254b9ff8407dfb9d99ba1e17d923,1533.71,5,5,306.74
1262,8e2b3afb420011ef0c88c9d5f11ea526,1532.43,11,11,139.31
1263,b5abf4f36adc043117b4fca82c22984c,1531.79,11,12,127.65
1264,1caf283236cd69af44cbc09a0a1e7d32,1530.25,33,37,41.36
1265,49067458c68f7701fd334ce326accbe0,1528.14,16,35,43.66
1266,b43d8b707f887a30f4675391098354a0,1526.76,3,4,381.69
1267,bb135baca94c82fcb731335ad5b04a03,1522.68,18,38,40.07
1268,5a425cc503b39b262a847fd6212bf53b,1519.47,14,14,108.53
1269,c35672b10ad50968f567ea3f4b91e877,1515.35,18,22,68.88
1270,2bd05d410a8fd26dc4184a15f4f2f588,1515.27,6,7,216.47
1271,4e06067cc08b3f41d837768d392c3ee3,1514.25,31,46,32.92
1272,1464afc72f696af775557a821c2e253f,1513.78,29,30,50.46
1273,17eea220a40cc0d2c0c5346379682398,1512.99,4,4,378.25
1274,c7b7db6c8f3c64a7cc1afa634db21d50,1511.86,1,1,1511.86
1275,20b54c376b794ed028df09a3cd88e8dc,1506.55,11,11,136.96
1276,7a425d299613df3e613bcf9d2eaf5c49,1505.47,18,18,83.64
1277,da7039f29f90ce5b4846ffc0fcc93beb,1503.55,17,18,83.53
1278,8629c241b3622ac12cd4118afdc8d394,1502.02,13,13,115.54
1279,9a1aea68d3efa00862ec88c0768037d0,1501.71,7,8,187.71
1280,b8578d2d823bd8e251f6fdd02b40902d,1499.6,9,9,166.62
1281,bc07d855eac23aab5ac8a120f21d16b2,1496.18,12,13,115.09
1282,4dbd95a08b31ede5c82d3f861cb1ce1a,1494.03,6,6,249.01
1283,51ed72984a04e5dd35c2b27e77179038,1493.23,7,7,213.32
1284,c3ee2331a724e6fc02c4b698b57a73f3,1487.88,2,3,495.96
1285,f205b1a3ca9a34e0f8a228bae6e4c7b3,1484.9,8,8,185.61
1286,5151aea44289d6c6b090ee31c2132508,1482.47,7,7,211.78
1287,0e982cff76cc0579f632cea8a0e38c9d,1480.31,7,12,123.36
1288,402916f742e5c740cc751493d9cf5053,1478.43,9,10,147.84
1289,f1b854361f4e15d5851b494df66f22b2,1475.24,3,4,368.81
1290,04843805947f0fc584fc1969b6e50fe7,1474.76,1,2,737.38
1291,a425f92c199eb576938df686728acd20,1474.75,17,19,77.62
1292,4eb61f060e7dcc1d5a80d806c35cc541,1466.12,8,8,183.27
1293,6b89abe95848c850399130d149a39b63,1465.73,8,8,183.22
1294,e504a4e2efaa45cbff7e268a2c58c956,1464.06,11,12,122.01
1295,2f73e04d12cdf0c945ded66bb3fcf6c7,1460.85,3,3,486.95
1296,10ff823eda2b032e2c93d17a7d294736,1459.53,9,9,162.17
1297,2d378dbb39815785238c0139c7647fb7,1454.44,2,2,727.22
1298,7357b52d27cbaa90f81a96cbc1279396,1454.16,11,11,132.2
1299,a478c7961d6a992065b24e63b366f90b,1451.56,8,9,161.28
1300,556a6409838156ea299c9d1f9e2dde43,1449.64,4,4,362.41
1301,010543a62bd80aa422851e79a3bc7540,1447.95,2,2,723.98
1302,973f21788dfab357250f69a8dcb7ddee,1445.65,10,21,68.84
1303,091065b789659bc3cd9af9cb3a6253ff,1444.37,2,2,722.19
1304,c273175f7c6c80fb02f051e2fc6d0d72,1443.45,14,14,103.1
1305,9140bd1d9de28b197dce077bdd687438,1442.93,6,8,180.37
1306,f3c38ab652836d21de61fb8314b69182,1442.06,14,14,103.0
1307,6562efe88ce0826a4ca4f189f03b4b84,1436.21,9,21,68.39
1308,5795aebfe331fbcd02a2c4b679fb7952,1436.09,6,6,239.35
1309,5ee7fd217d08dfe5d3e2f51f96a12c9a,1435.18,9,9,159.46
1310,325f3178fb58e2a9778334621eecdbf9,1433.37,36,46,31.16
1311,b566ab0ef88016e00422755e305103c6,1428.22,5,5,285.64
1312,3fac58ce0ad699020c7944d53c41329c,1427.97,10,16,89.25
1313,334cab711dee080b079fa5779b584783,1421.37,11,26,54.67
1314,cda598c48d7c614bc1cad7d8ff6f0010,1420.2,17,18,78.9
1315,bc47d5d1490df2b36add65d733eafaba,1419.91,24,25,56.8
1316,8ea394aed8138685abe1eb9f25e1021d,1417.6,2,2,708.8
1317,269cff2d3c8d205c11f37a52402ea93b,1415.0,4,5,283.0
1318,113e3a788b935f48aad63e1c41dac1bd,1414.75,37,44,32.15
1319,e48cc16ab70bfa09e1401740dce0b3d7,1411.13,14,17,83.01
1320,439a47cc365d6e3bd526812ea9de3c29,1410.93,8,13,108.53
1321,5d76d80a2f5f39c891b996a1bf4c9853,1409.75,6,6,234.96
1322,4cf490a58259286ada5ba8525ba9e84a,1409.39,8,8,176.17
1323,e3d3b3efac954a60d61be70b7e05b49b,1405.83,3,3,468.61
1324,7daca0837f033a41a6f3428c18657533,1397.14,7,7,199.59
1325,8a9260f2b0340411d6d2a56bcf4f7378,1396.94,8,9,155.22
1326,788e857f317e53de488d393e65a80f45,1394.95,11,11,126.81
1327,67225bff54a172ff67579aaf583efd78,1393.11,8,8,174.14
1328,5011f0d93373a4c5753adf58ca77af8d,1390.85,12,22,63.22
1329,626ab1cd96932367f0eeec2e47046c12,1390.47,3,3,463.49
1330,b55638ad525e906c698fa2ce742c1742,1385.67,11,12,115.47
1331,2cb6eb1b7185064167657fa09f541105,1382.68,6,7,197.53
1332,4324dd16853115efb0fd9d0d131ba6f4,1379.47,12,18,76.64
1333,fec8cd45395b3cb0c2b173d7739706a1,1376.94,4,4,344.24
1334,c0098efcf800861dcae589affca31408,1376.74,9,9,152.97
1335,4736e9d642ef4257cd7622516931eb51,1375.78,15,19,72.41
1336,b586cd24c010a13916af621b0325fbba,1372.93,6,7,196.13
1337,30a81d8cf85fb2ada1b1b094c9583a95,1371.02,16,19,72.16
1338,7ff588a03c2aeae4fbd23f9ae64b760d,1370.95,13,15,91.4
1339,5d9f3746e112e696f98ea22c56b3e912,1370.41,1,1,1370.41
1340,8fdca8e349553f99bc738833a62c8802,1370.22,22,29,47.25
1341,725af026f869236a8dd0ceb98564d156,1362.67,7,8,170.33
1342,d4910f1cdcfdabd48d6b316e395d4a23,1361.92,11,12,113.49
1343,5f26c1408a65b42a7224cd463bdf3292,1357.09,10,10,135.71
1344,c88f62b4c386a59281014d677864d016,1350.5,1,1,1350.5
1345,f9d010e39375d9c91dce3f40b73a2f84,1350.14,4,5,270.03
1346,d1b9d4be4b6f9ebd85f8acd6745ba612,1348.53,11,11,122.59
1347,7c5b05cbdb5542049f38d90d7815b97d,1345.46,22,24,56.06
1348,a066df7361163e7ddc5d7452dd17448b,1344.62,15,17,79.1
1349,9ed65337433adfbedefd23dd76eaa494,1343.65,6,6,223.94
1350,90d4125885ab6c86e8820a722be71974,1342.95,3,5,268.59
1351,5b2e94f2c22b39ccc24d34ad0f669672,1340.14,10,10,134.01
1352,3f2af2670e104d1bcb54022274daeac5,1334.18,6,7,190.6
1353,ef2fbc2b607d8492bcffe657a4645434,1333.69,20,22,60.62
1354,9d7a1d34a5052409006425275ba1c2b4,1331.87,13,16,83.24
1355,6bef34c5be6f2bbd70aa5165f6df94b1,1330.88,2,2,665.44
1356,abc015ebac1d283a323ca9db35ede4b9,1329.65,12,13,102.28
1357,bb5d956dece964a06c12bceb66b923ae,1328.5,2,2,664.25
1358,f5fea3ffed6c2e889bab72705557c63a,1328.18,3,3,442.73
1359,700f03c207639c22d933381ff60b35c2,1326.31,4,4,331.58
1360,45a3d05fb00435e52a28859dd03703b3,1323.79,1,1,1323.79
1361,00720abe85ba0859807595bbf045a33b,1323.48,13,26,50.9
1362,4eeb99008a0f59d2c7759c59f9a346eb,1320.95,2,2,660.48
1363,5b07547f10dd980738a1a27f685af669,1320.07,13,14,94.29
1364,4091f77d8c768fc3e81c20761471761d,1309.87,8,8,163.73
1365,b18871c324516afa228a13e8f1ef0ae9,1308.4,9,23,56.89
1366,c878515173c84a492ebe50d6b493230b,1308.04,9,10,130.8
1367,c1ed9e3daf6154542826a6996af0fb8c,1300.64,9,17,76.51
1368,119d1aef1b4144adba89163f6cd9f5d4,1298.24,4,4,324.56
1369,4ebdc7e6cd6102a022dadc49156d4ea8,1297.9,29,32,40.56
1370,4fb41dff7c50136976d1a5cf004a42e2,1296.77,3,3,432.26
1371,d1c7fa84e48cfa21a0e595167c1c500e,1296.28,11,11,117.84
1372,b5e3e38609125694d2ea2417522a60b7,1296.18,16,17,76.25
1373,8c5e007d7bd5693fa1386ffefbc99f6c,1295.27,8,22,58.88
1374,0bebbb2cea103a4a020c95d43fd7d754,1290.89,8,8,161.36
1375,89f69225956f951295ca4c7fb1266553,1289.58,10,11,117.23
1376,1cbd32d00d01bb8087a5eb088612fd9c,1289.53,11,12,107.46
1377,dbec9a0a7efeff029d4d9dce7dc4cc95,1288.59,3,3,429.53
1378,3dbbce181edfaa4a597ec858c382d2ec,1288.57,17,20,64.43
1379,432c67955c0acd1fd6b0b5d678766a71,1288.41,3,3,429.47
1380,577719699805dd125d5b6fdde5943bba,1287.36,8,8,160.92
1381,5fd924b4836098a5be0ecf81ba054ce0,1284.34,7,8,160.54
1382,734def04b237117a09321dd6d8f3f2a2,1281.23,2,2,640.62
1383,4a1f694197d05fe70026b016a7316b41,1278.75,14,23,55.6
1384,de9727ca376d1be6ec121b110aa7954c,1270.09,10,12,105.84
1385,9bc484c87d79cd4874e05ca182658045,1269.87,9,9,141.1
1386,c8e135e7b21ecbc36c1153a29d2f5a06,1267.48,7,7,181.07
1387,9c4d31c7e46ab03a43fc06e3142afd4e,1262.72,2,2,631.36
1388,04fdea0c111866e6cf812f1570d6b5bd,1261.95,10,10,126.19
1389,327b89b872c14d1c0be7235ef4871685,1258.8,3,3,419.6
1390,6c6cc59a5c00cacc5054ca06d65cc282,1255.71,1,1,1255.71
1391,1b65c144b17e607c0f37f10bb7dfec8d,1254.35,5,5,250.87
1392,03a2a6dcbe45d639c4dc2a0d24769c40,1250.66,9,9,138.96
1393,7238f877570096ae403c51898fa64566,1249.52,3,3,416.51
1394,980640c45d7a4635885491d077167e4d,1246.66,14,14,89.05
1395,76c47a299e4a8fe992316a85865acbe9,1246.34,6,10,124.63
1396,457fe919b032a3f7dadba6fb92cf7855,1246.11,9,12,103.84
1397,83645b1645cdee8953ee54c29ceed564,1245.1,14,14,88.94
1398,26785a546900236d66f2e4197c211158,1244.65,15,15,82.98
1399,76ea5315acb3f5f7ade3cd261faf922a,1241.94,14,14,88.71
1400,8fbd63429be6d3e5e6d1a709b6464802,1240.97,6,8,155.12
1401,a20d8058c866dbaeca014d2cd20ac62e,1238.9,2,2,619.45
1402,3faf68a3b0af94b10bac70d86077be49,1238.01,6,6,206.34
1403,41da412d33e8da4f22baf55cb1bde82c,1237.06,15,21,58.91
1404,08d2d642cf72b622b14dde1d2f5eb2f5,1235.26,17,21,58.82
1405,5b664594895aefb418afaee6d40a9a23,1235.18,16,22,56.14
1406,343e716476e3748b069f980efbaa294e,1234.7,17,24,51.45
1407,596849622429351f47b32e6cae1055ff,1232.86,13,13,94.84
1408,71dc18fd8cbf5fd77f45dd8b427abb34,1229.4,4,9,136.6
1409,4b39558c138930b9e5489c93b6df5fe3,1229.1,4,5,245.82
1410,6a8a889bde935bafa76d7848782dfaf9,1228.62,26,30,40.95
1411,1d2732ef8321502ee8488e8bed1ab8cd,1228.18,4,5,245.64
1412,f0563bacf40c311f1c4d3d6b67b8a7a7,1227.78,1,1,1227.78
1413,1710c3aaa9c6b44ec3883ee0fe300e21,1226.55,2,2,613.28
1414,fb3cfbc8a86f5d7fbb4d36b8df63f60d,1225.06,10,15,81.67
1415,3c3017960b2dbd72711a61f0400aab8f,1222.89,10,10,122.29
1416,4200ddf1967c5e41e48db62bc6d4b5ac,1222.73,22,42,29.11
1417,3d4b1ae7539303b5704493798893e82c,1221.69,6,9,135.74
1418,9261d76c62caaf0b24677c2ceb7f8f20,1216.24,6,7,173.75
1419,fe87f472055fbcf1d7e691c00b1560dc,1215.96,6,6,202.66
1420,3d4824f20035949c710eaf111f869d39,1214.58,9,10,121.46
1421,b2eecf5ea250510da76590ca79d60e5d,1213.15,9,11,110.29
1422,bf00385a5f7fc1ef39a13c2e9ee50a5f,1213.03,29,29,41.83
1423,713e3a23ca5e47786eb6f0d99f94cfac,1213.03,4,4,303.26
1424,18e694e0e48ed6f7aa3f24aade5fd697,1205.77,31,34,35.46
1425,e250d617a0ad591ba9bd663e584a895d,1204.91,8,20,60.25
1426,2d42ebcda99fd55f6f4bc2f1ca035d50,1203.97,10,11,109.45
1427,e84ad2127668df3aafc6b73531a0beb8,1201.34,18,22,54.61
1428,10089e9f2fd0c668a8fd4e52e1698888,1199.31,3,3,399.77
1429,10076e5788b8ee532724bcd460baf762,1198.78,23,26,46.11
1430,226b05fe067266c59c15dae208213d06,1198.62,9,10,119.86
1431,c03121937e54a93fcc1825c3098bbb6e,1197.94,7,7,171.13
1432,48328ec9a579151d9cc6a86d4a59336c,1196.78,1,1,1196.78
1433,9485a23c0430ba1d58d359391606fce6,1195.15,5,5,239.03
1434,365e445f796710c3431557e85caa25db,1194.3,4,5,238.86
1435,557f22c76691849db52d2abccf0015d0,1192.56,13,14,85.18
1436,28f10b1c5e5abb9d4857745bede6147c,1185.42,28,28,42.34
1437,167fd940acebc789debd6eb418c46e38,1178.48,5,5,235.7
1438,7f40d06aa0b5f1aa4f41af8c0480e2ef,1176.61,5,5,235.32
1439,8f2b51a30523cdecddc2f179f351c7d6,1176.23,7,8,147.03
1440,e21a1e8be4715b0fcfd5385643bc49c4,1175.89,21,24,49.0
1441,51e4e89242cbb846c2deff3dc015650e,1175.75,16,16,73.48
1442,39f776d2974049026ff531fc42ef2a3e,1174.41,3,4,293.6
1443,edd066cd02126d7800f9b66e980e9931,1173.93,6,6,195.65
1444,7df1fc11cc5cbc518b39faa60cf5d67c,1171.96,5,5,234.39
1445,05730013efda596306417c3b09302475,1168.67,4,4,292.17
1446,e58a5b390e28abc0b216cfb0e07d27d7,1167.23,7,7,166.75
1447,55dedd83e501d8248880557d9073cbfd,1166.09,8,9,129.57
1448,d66c11a9572221d92fbb8c4897db5f9b,1164.38,16,16,72.77
1449,8b655f0855926bcb49f5835d38dfddf6,1162.81,5,5,232.56
1450,82cb9f452fe8334df74b22d37824b431,1155.26,14,18,64.18
1451,515d781150feed28a6ac091bb0e3cb8c,1154.72,6,6,192.45
1452,278b6e0b20c4f61fefaa0577943d7a35,1152.62,1,2,576.31
1453,db46ca7bce82b11f7e247539271fc390,1149.86,16,16,71.87
1454,e1dc0754bada9ee4cfe9713f22f61292,1149.78,12,12,95.82
1455,05a940b4ecae36cadfd8e93bd9c43257,1148.94,10,10,114.89
1456,f8201cab383e484733266d1906e2fdfa,1144.83,10,10,114.48
1457,70849ca4f400aaabb62cb7462a6f1428,1143.24,12,12,95.27
1458,1bc2e21de46adfea6b98cc96b00f3b40,1142.55,3,5,228.51
1459,c54679b132454625907c773d273d4126,1139.93,7,8,142.49
1460,33cbbec1e7e1044aaf11d152172c776f,1129.5,15,16,70.59
1461,3d5d0dc7073a299e31fa718ce1bc00b6,1125.68,22,23,48.94
1462,2379bdc3888025689a9deb7b141507d5,1125.61,9,9,125.07
1463,6cf476a4ca74498db55cbccdaa9dcfb6,1125.5,6,7,160.79
1464,633ecdf879b94b5337cca303328e4a25,1125.49,6,6,187.58
1465,d1582f4043306e6b91afa6a8a884f898,1121.92,9,9,124.66
1466,daf565f087a52def0fd5c5825b3661bc,1121.83,9,9,124.65
1467,9c690ceacd5c66731bf443ea810195cb,1121.02,10,12,93.42
1468,ddd51ae8cda92f3995a51fc0f0f3eec7,1119.62,8,25,44.78
1469,a2deecd5398f5df4987110c80a1972a3,1119.53,16,16,69.97
1470,7aa538dd6e114e503a2e6154ea352253,1118.6,5,5,223.72
1471,bfd938b22bc99bce1ae60dc602889f52,1118.26,6,12,93.19
1472,e0eabded302882513ced4ea3eb0c7059,1117.19,8,8,139.65
1473,7ecef8194babfec876ca720714327841,1114.26,7,8,139.28
1474,41c9d3997dd3c072c31139dc5bb5761f,1110.54,3,3,370.18
1475,b45d7ebfb7378630f1bcd74b6ff86ff7,1110.01,5,5,222.0
1476,7994081388d55b9cf976c050653dd359,1109.65,2,6,184.94
1477,670a9dda115b5a88b18cfadee8de2332,1101.99,11,11,100.18
1478,f0e103c63864d5405b958d984b6e94c9,1101.41,11,11,100.13
1479,91543f9849d68d023e17194926598543,1100.57,4,6,183.43
1480,7a9c12e235c36247c3c81f50d6ea9cea,1099.59,5,5,219.92
1481,7d7d2b7a51328016102d4528c411d630,1098.85,7,7,156.98
1482,6025c79c035c3d772133b8b8238463b2,1098.33,2,4,274.58
